belongs_to_collection,budget,id,original_language,overview,production_companies,revenue,runtime,tagline,title,vote_average,vote_count,release_month,release_day,spoken_lang_en,spoken_lang_fr,spoken_lang_de,spoken_lang_es,spoken_lang_it,spoken_lang_ja,spoken_lang_ru,spoken_lang_other,genre_Drama,genre_Comedy,genre_Thriller,genre_Romance,genre_Action,genre_Horror,genre_Crime,genre_other,production_US,production_GB,production_FR,production_DE,production_IT,production_CA,production_JP,production_other
304,110000000,163,en,"['danny', 'ocean', 'reunites', 'old', 'flame', 'rest', 'merry', 'band', 'thief', 'carrying', 'three', 'huge', 'heist', 'rome', 'paris', 'amsterdam', 'europol', 'agent', 'hot', 'heel']",1184,362744280.0,125.0,"['twelve', 'new', 'eleven']","['ocean', 'twelve']",6.4,2169.0,12.0,Thursday,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735,65000000,36648,en,"['year', 'blade', 'fought', 'vampire', 'cover', 'night', 'falling', 'crosshairs', 'fbi', 'forced', 'daylight', 'driven', 'join', 'force', 'clan', 'human', 'vampire', 'hunter', 'never', 'knew', 'existed', 'nightstalkers', 'together', 'abigail', 'hannibal', 'two', 'deftly', 'trained', 'nightstalkers', 'blade', 'follows', 'trail', 'blood', 'ancient', 'creature', 'also', 'hunting', 'original', 'vampire', 'dracula']",277,128905366.0,123.0,"['final', 'hunt', 'begin']","['blade', 'trinity']",5.7,1276.0,12.0,Wednesday,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
-1,900000,15788,en,"['stanley', 'bellboy', 'fountainbleau', 'hotel', 'miami', 'beach', 'performs', 'duty', 'quietly', 'without', 'word', 'anyone', 'display', 'facial', 'expression', 'comedic', 'slapstick', 'style', 'anything', 'go', 'wrong', 'go', 'wrong', 'stanley', 'involved', 'one', 'day', 'jerry', 'lewis', 'big', 'star', 'arrives', 'hotel', 'staff', 'notice', 'striking', 'resemblanc']",972,10000000.0,72.0,"['series', 'silly', 'sequence', 'one', 'jerry', 'alltime', 'great', 'comedy', 'performance']",['bellboy'],6.1,22.0,7.0,Wednesday,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,3000000,18973,en,"['jerry', 'lewis', 'answer', 'classic', 'cinderella', 'story', 'father', 'dy', 'poor', 'fella', 'left', 'mercy', 'snobbish', 'stepmother', 'two', 'nogood', 'son', 'maximilian', 'rupert', 'slave', 'away', 'nasty', 'stepfamily', 'maximilian', 'rupert', 'attempt', 'find', 'treasure', 'fella', 'father', 'supposedly', 'hidden', 'estate', 'meanwhile', 'hoping', 'restore', 'dwindling', 'fortune', 'stepmother', 'plan', 'fancy', 'ball', 'honor', 'visiting', 'princess', 'charmein', 'hope', 'marry', 'rupert', 'eventually', 'fella', 'fairy', 'godfather', 'show', 'convince', 'shot', 'winning', 'princess']",972,7100000.0,91.0,[],['cinderfella'],6.7,25.0,12.0,Sunday,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,16000000,43670,en,"['film', 'follows', 'rebellious', 'teenager', 'leave', 'marine', 'fall', 'love', 'female', 'musician', 'relationship', 'threatened', 'develops', 'mental', 'illness']",18,174318.0,97.0,"['boy', 'flack', 'jacket', 'meet', 'girl', 'straight', 'jacket']",['stateside'],5.6,12.0,5.0,Sunday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-1,0,16248,en,"['daryl', 'normal', '10yearold', 'boy', 'many', 'way', 'however', 'unbeknown', 'foster', 'parent', 'friend', 'daryl', 'actually', 'governmentcreated', 'robot', 'superhuman', 'reflex', 'mental', 'ability', 'even', 'name', 'hidden', 'meaning', 'actually', 'acronym', 'data', 'analyzing', 'robot', 'youth', 'lifeform', 'organization', 'created', 'deems', 'super', 'soldier', 'experiment', 'failure', 'schedule', 'daryl', 'disassembled', 'rogue', 'scientist', 'help', 'escape']",972,7840873.0,100.0,"['fly', 'jet', 'race', 'car', 'outsmart', 'computer', 'government', 'created', 'want', 'destroyed']",['daryl'],6.2,81.0,6.0,Friday,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,19885552,15613,en,"['group', 'men', 'clearing', 'bush', 'government', 'arrive', 'back', 'town', 'claiming', 'friend', 'abducted', 'alien', 'nobody', 'belief', 'despite', 'lack', 'motive', 'evidence', 'foul', 'play', 'friend', 'disappearance', 'treated', 'murder']",972,19724334.0,109.0,"['alien', 'abduction', 'november', '5', '1975', 'white', 'mountain', 'northeastern', 'arizona', 'based', 'true', 'story']","['fire', 'sky']",6.5,128.0,3.0,Friday,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,0,18889,en,"['chronicle', 'provides', 'rare', 'window', 'international', 'perception', 'iraq', 'war', 'courtesy', 'al', 'jazeera', 'arab', 'world', 'popular', 'news', 'outlet', 'roundly', 'criticized', 'cabinet', 'member', 'pentagon', 'official', 'reporting', 'proiraqi', 'bias', 'strongly', 'condemned', 'frequently', 'airing', 'civilian', 'causality', 'well', 'footage', 'american', 'pow', 'station', 'revealed', 'continues', 'show', 'world', 'everything', 'iraq', 'war', 'bush', 'administration', 'want', 'see']",0,2586511.0,84.0,"['different', 'channel', 'different', 'truth']","['control', 'room']",7.7,19.0,1.0,Thursday,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,17311,70368,en,"['venal', 'spoiled', 'stockbroker', 'wife', 'impulsively', 'embezzles', '10000', 'charity', 'chair', 'desperately', 'turn', 'burmese', 'ivory', 'trader', 'replace', 'stolen', 'money']",4,137365.0,59.0,[],['cheat'],4.8,11.0,12.0,Monday,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1,245000,3060,en,"['story', 'idle', 'rich', 'boy', 'join', 'u', 'army', 'rainbow', 'division', 'sent', 'france', 'fight', 'world', 'war', 'becomes', 'friend', 'two', 'working', 'class', 'men', 'experience', 'horror', 'trench', 'warfare', 'find', 'love', 'french', 'girl']",993,22000000.0,151.0,[],"['big', 'parade']",7.0,22.0,11.0,Thursday,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-1,0,5729,fr,"['film', 'consists', 'series', 'tightly', 'interlinked', 'vignette', 'sustained', 'detail', 'story', 'man', 'woman', 'passionately', 'love', 'attempt', 'consummate', 'passion', 'constantly', 'thwarted', 'family', 'church', 'bourgeois', 'society', 'general', 'one', 'notable', 'scene', 'young', 'girl', 'passionately', 'fellates', 'toe', 'religious', 'statue']",2,7940.0,63.0,"['surrealist', 'masterpiece']","['lâge', 'dor']",6.7,53.0,10.0,Tuesday,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,0,877,en,"['big', 'louis', 'costillo', 'last', 'oldstyle', 'gang', 'leader', 'slain', 'former', 'bodyguard', 'tony', 'camonte', 'taken', 'custody', 'since', 'costillos', 'body', 'never', 'found', 'police', 'release', 'though', 'strongly', 'suspect', 'johnny', 'lovo', 'paid', 'tony', 'remove', 'big', 'louis', 'tony', 'begin', 'taking', 'racket', 'town', 'violent', 'enforcement', 'becomes', 'threat', 'johnny', 'boss', 'unless', 'work', 'tony', 'meanwhile', 'tonys', 'sister', 'want', 'independent', 'find', 'difficult', 'escape', 'brother', 'overprotective', 'grasp', 'dissatisfaction', 'boss', 'relentless', 'pursuit', 'police', 'push', 'tony', 'towards', 'major', 'confrontation']",270,600000.0,90.0,"['rise', 'fall', 'power', 'hungry', 'mobster']",['scarface'],7.5,88.0,4.0,Saturday,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
-1,200000,43595,en,"['new', 'york', 'singer', 'nightclub', 'owner', 'lady', 'lou', 'men', 'friend', 'imagine', 'unfortunately', 'one', 'vicious', 'criminal', 'escaped', 'way', 'see', 'girl', 'realising', 'exactly', 'faithful', 'absence', 'help', 'hand', 'form', 'young', 'captain', 'cummings', 'local', 'temperance', 'league', 'leader', 'though']",972,2200000.0,66.0,"['mae', 'west', 'give', 'hot', 'time', 'nation']","['done', 'wrong']",5.2,28.0,2.0,Thursday,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-1,243000,43896,en,"['1922', 'irish', 'rebel', 'informs', 'friend', 'feel', 'doom', 'closing']",259,950000.0,91.0,[],['informer'],6.5,23.0,5.0,Thursday,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,2000000,55604,en,"['mcmaster', 'sand', 'come', 'oil', 'town', 'get', 'rich', 'betsey', 'come', 'west', 'intending', 'marry', 'sand', 'marries', 'mcmaster', 'instead', 'getting', 'rich', 'losing', 'teach', 'mcmaster', 'sand', 'value', 'personal', 'tie']",993,9172000.0,119.0,"['men', 'rough', 'tough', 'like', 'woman', 'way']","['boom', 'town']",6.5,8.0,8.0,Friday,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-1,2627000,43306,en,"['pete', 'sandidge', 'tracy', 'daredevil', 'bomber', 'pilot', 'dy', 'crash', 'plane', 'german', 'aircraft', 'carrier', 'leaving', 'devoted', 'girlfriend', 'dorinda', 'irene', 'dunne', 'also', 'pilot', 'heartbroken', 'heaven', 'pete', 'receives', 'new', 'assignment', 'become', 'guardian', 'angel', 'ted', 'randall', 'van', 'johnson', 'young', 'army', 'flyer', 'invisibly', 'pete', 'guide', 'ted', 'flight', 'school', 'combat', 'ectoplasmic', 'mentor', 'tolerance', 'tested', 'ted', 'fall', 'dorinda', 'ultimately', 'however', 'pete', 'come', 'term', 'relationship', 'also', 'act', 'dorindas', 'copilot', 'undertakes', 'dangerous', 'bombing', 'raid', 'ted', 'remade', 'steven', 'speilberg', '1989', 'always']",993,5363000.0,120.0,"['guy', 'gal', 'pal', 'swell']","['guy', 'named', 'joe']",6.0,8.0,3.0,Wednesday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
-1,1243000,29244,en,"['three', 'outlaw', 'run', 'discover', 'dying', 'woman', 'baby', 'swear', 'bring', 'infant', 'safety', 'across', 'desert', 'even', 'risk', 'life']",993,2841000.0,106.0,"['john', 'ford', 'legend', 'southwest']","['3', 'godfather']",6.1,39.0,12.0,Wednesday,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,2500000,37347,en,"['john', 'ford', 'sombre', 'exploration', 'mythology', 'american', 'hero', 'slowly', 'reveals', 'character', 'owen', 'thursday', 'see', 'new', 'posting', 'desolate', 'fort', 'apache', 'chance', 'claim', 'military', 'honour', 'belief', 'rightfully', 'arrogant', 'obsessed', 'military', 'form', 'ultimately', 'selfdestructive', 'thursday', 'attempt', 'destroy', 'apache', 'chief', 'cochise', 'luring', 'across', 'border', 'mexico', 'advice', 'subordinate']",259,3000000.0,125.0,"['john', 'ford', 'masterpiece', 'frontier', 'first', 'installment', 'john', 'ford', 'trilogy']","['fort', 'apache']",6.8,68.0,3.0,Friday,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,3700000,35032,en,"['girl', 'engaged', 'local', 'richman', 'meanwhile', 'dream', 'legendary', 'pirate', 'macoco', 'traveling', 'singer', 'fall', 'love', 'impress', 'pose', 'pirate']",993,2956000.0,102.0,"['great', 'mgm', 'musical', 'romance']",['pirate'],6.6,17.0,6.0,Friday,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
-1,3768785,25209,en,"['film', 'adaptation', 'irving', 'berlin', 'classic', 'musical', 'star', 'betty', 'hutton', 'gunslinger', 'annie', 'oakley', 'romance', 'fellow', 'sharpshooter', 'frank', 'butler', 'howard', 'keel', 'travel', 'buffalo', 'bill', 'wild', 'west', 'show', 'previously', 'target', 'come', 'love', 'annie', 'prof', 'get', 'man', 'gun', 'battleofthesexes', 'extravaganza', 'feature', 'timeless', 'number', 'like', 'anything', 'business', 'like', 'show', 'business']",993,8000000.0,107.0,[],"['annie', 'get', 'gun']",7.3,22.0,5.0,Wednesday,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
-1,3500000,27029,en,"['gabrielle', 'van', 'der', 'mal', 'gave', 'everything', 'become', 'nun', 'faith', 'vow', 'forever', 'tested', 'first', 'missionary', 'congo', 'hospital', 'assist', 'brilliant', 'handsome', 'dr', 'fortunati', 'mother', 'house', 'france', 'world', 'war', 'ii', 'broken', 'nun', 'forbidden', 'order', 'take', 'side']",1184,12800000.0,149.0,"['faith', 'remained', 'strong', 'true', 'face', 'africa', 'terror']","['nun', 'story']",7.4,46.0,6.0,Thursday,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
-1,15000,31287,en,"['teenager', 'stumble', 'across', 'prehistoric', 'caveman', 'go', 'rampage']",4,3274.0,90.0,"['crazed', 'love', 'prehistoric', 'giant', 'ravishing', 'teenage', 'girl']",['eegah'],2.8,18.0,6.0,Friday,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,13671,en,"['con', 'man', 'come', 'iowa', 'town', 'scam', 'using', 'boy', 'marching', 'band', 'program', 'thing', 'go', 'according', 'plan']",1184,8000000.0,151.0,"['story', 'man', '76', 'trombone', 'wonderful', 'wonderful', 'tune', 'played', 'every', 'heart', 'town']","['music', 'man']",6.7,47.0,6.0,Tuesday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,19000000,11085,en,"['bounty', 'leaf', 'portsmouth', '1787', 'destination', 'sail', 'tahiti', 'load', 'breadfruit', 'captain', 'bligh', 'anything', 'get', 'fast', 'possible', 'using', 'mean', 'keep', 'strict', 'discipline', 'arrive', 'tahiti', 'like', 'paradise', 'crew', 'something', 'completely', 'different', 'living', 'hell', 'aboard', 'ship', 'way', 'back', 'england', 'officer', 'fletcher', 'christian', 'becomes', 'leader', 'mutiny']",993,13680000.0,178.0,"['mightiest', 'excitement', 'ever', 'swept', 'across', 'sea', 'screen']","['mutiny', 'bounty']",6.5,68.0,11.0,Thursday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-1,800000,17295,it,"['tracing', 'struggle', 'algerian', 'front', 'de', 'liberation', 'nationale', 'gain', 'freedom', 'french', 'colonial', 'rule', 'seen', 'eye', 'ali', 'start', 'petty', 'thief', 'rise', 'prominence', 'organisation', 'capture', 'french', '1957', 'film', 'trace', 'rebel', 'struggle', 'increasingly', 'extreme', 'measure', 'taken', 'french', 'government', 'quell', 'revolt']",2,921548.0,121.0,"['revolt', 'stirred', 'world']","['battle', 'algiers']",7.8,167.0,9.0,Thursday,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
123724,280379,17102,en,"['whilst', 'vacationing', 'carpathian', 'mountain', 'two', 'couple', 'stumble', 'across', 'remains', 'count', 'dracula', 'castle', 'count', 'trusted', 'servant', 'kill', 'one', 'men', 'suspending', 'body', 'count', 'ash', 'blood', 'drip', 'corpse', 'saturates', 'blackened', 'remains', 'ritual', 'completed', 'count', 'revived', 'attention', 'focus', 'dead', 'man', 'wife', 'become', 'partner', 'devoted', 'existence', 'depravity', 'evil']",88,364937.0,90.0,"['dead', 'ten', 'year', 'dracula', 'prince', 'darkness', 'life']","['dracula', 'prince', 'darkness']",6.1,54.0,1.0,Sunday,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
-1,3800000,29715,en,"['last', 'winter', 'civil', 'war', 'cavalry', 'officer', 'amos', 'dundee', 'lead', 'contentious', 'troop', 'army', 'regular', 'confederate', 'prisoner', 'scout', 'expedition', 'mexico', 'destroy', 'band', 'apache', 'raiding', 'u', 'base', 'texas']",427,14873.0,123.0,[],"['major', 'dundee']",6.2,41.0,4.0,Wednesday,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,5800000,3482,en,"['allied', 'force', 'approach', 'paris', 'august', '1944', 'german', 'colonel', 'von', 'waldheim', 'desperate', 'take', 'france', 'greatest', 'painting', 'germany', 'manages', 'secure', 'train', 'transport', 'valuable', 'art', 'work', 'even', 'chaos', 'retreat', 'descends', 'upon', 'french', 'resistance', 'however', 'want', 'stop', 'stealing', 'national', 'treasure', 'received', 'order', 'london', 'destroyed', 'station', 'master', 'labiche', 'tasked', 'scheduling', 'train', 'making', 'happen', 'smoothly', 'also', 'part', 'dwindling', 'group', 'resistance', 'fighter', 'tasked', 'preventing', 'theft', 'others', 'stage', 'elaborate', 'ruse', 'keep', 'train', 'ever', 'leaving', 'french', 'territory']",32,6800000.0,133.0,"['carried', 'hope', 'nation', 'honour']",['train'],7.2,74.0,9.0,Monday,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
-1,0,20108,fr,"['sad', 'life', 'death', 'balthazar', 'donkey', 'idyllic', 'childhood', 'surrounded', 'loving', 'child', 'adulthood', 'downtrodden', 'beast', 'burden', 'life', 'paralleled', 'girl', 'named', 'humiliated', 'sadistic', 'lover', 'beaten', 'owner', 'find', 'kind', 'peace', 'employed', 'old', 'miller', 'think', 'reincarnated', 'saint']",84,39388.0,95.0,[],"['au', 'hasard', 'balthazar']",7.8,74.0,5.0,Wednesday,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
-1,747000,4191,fr,"['julie', 'kohler', 'prevented', 'suicide', 'mother', 'leaf', 'town', 'track', 'charm', 'kill', 'five', 'men', 'know', 'goal', 'purpose']",38,44566.0,107.0,"['bride', 'violence', 'happened', 'shes', 'widow', 'going', 'happen']","['bride', 'wore', 'black']",7.3,41.0,3.0,Friday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,2500000,26039,en,"['doublecrossed', 'left', 'dead', 'mysterious', 'man', 'named', 'walker', 'singlemindedly', 'try', 'retrieve', 'rather', 'inconsequential', 'sum', 'money', 'stolen']",993,3200000.0,92.0,"['two', 'kind', 'people', 'uptight', 'world', 'victim', 'woman', 'sometimes', 'tell', 'apart']","['point', 'blank']",7.1,97.0,8.0,Wednesday,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,27277,en,"['excon', 'seek', 'revenge', 'man', 'put', 'prison', 'planning', 'robbery', 'latter', 'stagecoach', 'transporting', 'gold', 'enlists', 'help', 'partner', 'could', 'working', 'nemesis']",819,6000000.0,96.0,"['war', 'wagon', 'roll', 'screen', 'explodes']","['war', 'wagon']",6.6,36.0,5.0,Saturday,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
-1,0,38096,en,"['summer', 'vacation', 'fire', 'island', 'three', 'young', 'peoplea', 'girl', 'two', 'guysbecome', 'close', 'form', 'sortof', 'threesome', 'uncool', 'girl', 'try', 'infiltrate', 'trio', 'newly', 'found', 'relationship', 'construct', 'elaborate', 'plot', 'violent', 'result']",1,3.0,97.0,"['last', 'summer', 'beautiful', 'forget', 'painful', 'remember']","['last', 'summer']",5.0,8.0,6.0,Tuesday,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
-1,7000000,2998,en,"['epic', 'portrait', 'late', 'sixty', 'america', 'seen', 'portrayal', 'two', 'child', 'anthropology', 'student', 'daria', 'helping', 'property', 'developer', 'build', 'village', 'los', 'angeles', 'desert', 'dropout', 'mark', 'wanted', 'authority', 'allegedly', 'killing', 'policeman', 'student', 'riot']",993,1000000.0,113.0,"['get', 'depends']","['zabriskie', 'point']",7.1,78.0,2.0,Monday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1,150000,5822,en,"['saving', 'black', 'panther', 'racist', 'cop', 'black', 'male', 'prostitute', 'go', 'run', 'man', 'help', 'ghetto', 'community', 'disillusioned', 'hell', 'angel']",1,15200000.0,97.0,"['film', 'man', 'want', 'see']","['sweet', 'sweetbacks', 'baadasssss', 'song']",4.7,19.0,4.0,Friday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-1,0,42449,en,"['film', 'recount', 'history', 'attitude', 'opposing', 'side', 'vietnam', 'war', 'using', 'archival', 'news', 'footage', 'well', 'film', 'interview', 'key', 'theme', 'attitude', 'american', 'racism', 'selfrighteousness', 'militarism', 'helped', 'create', 'prolong', 'bloody', 'conflict', 'film', 'also', 'endeaveors', 'give', 'voice', 'vietnamese', 'people', 'war', 'affected', 'reason', 'fight', 'united', 'state', 'western', 'power', 'showing', 'basic', 'humanity', 'people', 'u', 'propaganda', 'tried', 'dismiss']",3,30000.0,112.0,"['forever', 'war', 'go']","['heart', 'mind']",7.8,25.0,1.0,Tuesday,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
-1,2500000,1835,en,"['los', 'angeles', 'private', 'eye', 'philip', 'marlowe', 'hired', 'paroled', 'convict', 'moose', 'malloy', 'find', 'girlfriend', 'velma', 'former', 'seedy', 'nightclub', 'dancer']",9,2000000.0,95.0,"['need', 'another', 'drink', 'need', 'lot', 'life', 'insurance', 'need', 'vacation', 'got', 'coat', 'hat', 'gun']","['farewell', 'lovely']",6.8,26.0,8.0,Friday,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
155474,0,10711,en,"['popeye', 'doyle', 'travel', 'marsailles', 'find', 'alain', 'charnier', 'drug', 'smuggler', 'eluded', 'new', 'york']",812,12484444.0,119.0,[],"['french', 'connection', 'ii']",6.6,95.0,5.0,Sunday,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,19740,en,"['biplane', 'pilot', 'missed', 'flying', 'wwi', 'take', 'barnstorming', 'later', 'movie', 'career', 'quest', 'glory', 'missed']",34,20642922.0,108.0,[],"['great', 'waldo', 'pepper']",6.0,17.0,3.0,Thursday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,6500000,11558,en,"['somewhat', 'daffy', 'book', 'editor', 'rail', 'trip', 'los', 'angeles', 'chicago', 'think', 'see', 'murdered', 'man', 'thrown', 'train', 'find', 'one', 'believe', 'start', 'investigating', 'accomplishes', 'get', 'killer']",812,51079064.0,114.0,"['train', 'plane', 'edge', 'seat', 'hilarious', 'suspense', 'ride', 'life']","['silver', 'streak']",6.8,101.0,12.0,Friday,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-1,3400000,12535,en,"['dr', 'richard', 'thorndyke', 'arrives', 'new', 'administrator', 'psychoneurotic', 'institute', 'nervous', 'discover', 'suspicious', 'goingson', 'he', 'framed', 'murder', 'dr', 'thorndyke', 'must', 'confront', 'psychiatric', 'condition', 'high', 'anxiety', 'order', 'clear', 'name']",812,31063038.0,94.0,"['master', 'comedy', 'take', 'master', 'suspense']","['high', 'anxiety']",6.5,86.0,12.0,Sunday,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,22000000,38985,en,"['four', 'exiled', 'international', 'criminal', 'run', 'hide', 'remote', 'nicaraguan', 'village', 'whose', 'economy', 'dependent', 'oil', 'company', 'oil', 'well', '200', 'mile', 'away', 'catch', 'fire', 'extinguished', 'explosive', 'criminal', 'given', 'chance', 'earn', 'great', 'deal', 'money', 'transporting', 'highly', 'volatile', 'sensitive', 'explosive', 'hazardous', 'rugged', 'terrain', 'full', 'obstacle', 'danger']",972,12000000.0,121.0,"['wanted', 'four', 'men', 'willing', 'drive', 'cargo', 'death', 'escape', 'life', 'hell']",['sorcerer'],7.5,104.0,6.0,Friday,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-1,9000000,19827,en,"['preparation', 'daughter', 'wedding', 'dentist', 'sheldon', 'kornpett', 'meet', 'vince', 'ricardo', 'groom', 'father', 'vince', 'manic', 'fellow', 'claim', 'government', 'agent', 'proceeds', 'drag', 'sheldon', 'series', 'chase', 'misadventure', 'new', 'york', 'central', 'america']",1184,38200000.0,103.0,"['first', 'certified', 'crazy', 'person', 'comedy']",['inlaws'],6.7,26.0,6.0,Friday,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,18966,en,"['dracula', 'renefield', 'relocate', '70', 'era', 'new', 'york', 'search', 'cindy', 'sondheim', 'reincarnation', 'dracula', 'one', 'true', 'love', 'mina', 'harker', 'trouble', 'adjusting', 'wild', 'understatement', 'count', 'battle', 'cindys', 'psychiatrist', 'jeffrey', 'rosenberg', 'descendant', 'van', 'helsing', 'changed', 'name', 'professional', 'reason', 'may', 'almost', 'certainly', 'possibly', 'may', 'love', 'cindy']",88,43885000.0,96.0,"['favorite', 'pain', 'neck', 'bite', 'funny', 'bone']","['love', 'first', 'bite']",5.8,30.0,4.0,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
-1,48740,47542,other,"['peternotail', 'cat', 'born', 'without', 'proper', 'tail', 'farm', 'swedish', 'countryside', 'due', 'economical', 'difficulty', 'farmer', 'forced', 'get', 'rid', 'peter', 'farmer', 'bring', 'drown', 'cat', 'sneak', 'peter', 'inside', 'car', 'family', 'renting', 'house', 'close', 'farm', 'summer', 'vacation', 'family', 'finally', 'reach', 'home', 'uppsala', 'sweden', 'find', 'peter', 'decide', 'keep', 'without', 'tail', 'becomes', 'talk', 'town', 'among', 'cat', 'especially', 'mike', 'tease', 'cruelly', 'mean', 'mike', 'two', 'companion', 'bill', 'bull', 'notorious', 'nasty', 'trick', 'like', 'play', 'cat', 'mike', 'currently', 'trying', 'court', 'molly', 'silknose', 'rough', 'silly', 'approach', 'impress', 'since', 'becomes', 'interested', 'kind', 'gentle', 'peter', 'mike', 'give', 'easily', 'plan', 'get', 'revenge']",34,955401.0,81.0,"['cat', 'heart', 'gold']",['peternotail'],5.7,7.0,12.0,Friday,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
-1,0,13633,en,"['mick', 'obrien', 'young', 'chicago', 'street', 'thug', 'torn', 'life', 'petty', 'crime', 'love', 'girlfriend', 'heist', 'local', 'drug', 'dealer', 'go', 'tragically', 'wrong', 'mick', 'sentenced', 'brutal', 'juvenile', 'prison', 'violence', 'rite', 'passage', 'respect', 'measured', 'vengeance']",18,9190819.0,104.0,"['one', 'person', 'left', 'belief', 'mick', 'obrien', 'make', 'mick', 'obrien']","['bad', 'boy']",6.7,68.0,3.0,Friday,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-1,22000000,6341,en,"['officer', 'frank', 'murphy', 'experienced', 'lapd', 'helicopter', 'pilot', 'given', 'command', 'advanced', 'new', 'blue', 'thunder', 'chopper', 'begin', 'wonder', 'lapd', 'would', 'need', 'helicopter', 'powerful', 'secret']",427,42313354.0,109.0,['he'],"['blue', 'thunder']",5.9,117.0,2.0,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
