,title,tagline,overview,vote_count,vote_average,release_date,runtime,original_language,spoken_lang_en,spoken_lang_fr,spoken_lang_de,spoken_lang_es,spoken_lang_it,spoken_lang_ja,spoken_lang_ru,spoken_lang_other,Drama,Comedy,Thriller,Romance,Action,Horror,Crime,Documentary,Adventure,Science Fiction,Family,Mystery,Fantasy,Animation,Foreign,Music,History,War,Western,TV Movie,production_companies,production_US,production_GB,production_FR,production_DE,production_IT,production_CA,production_JP,production_other,revenue
13670,"['angel', 'demon']",[],"['harvard', 'symbologist', 'robert', 'langdon', 'investigates', 'mysterious', 'symbol', 'seared', 'chest', 'murdered', 'physicist', 'discovers', 'evidence', 'unimaginable', 'rebirth', 'ancient', 'secret', 'brotherhood', 'known', 'illuminati', 'powerful', 'underground', 'organization', 'ever', 'walk', 'earth']",2183.0,6.5,2009-05-13,138.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,431,1,1,0,0,0,0,0,0,356613439.0
13684,['fanboys'],"['never', 'tell', 'odds']","['1999', 'star', 'war', 'fanatic', 'take', 'crosscountry', 'trip', 'george', 'lucas', 'skywalker', 'ranch', 'dying', 'friend', 'see', 'screening', 'phantom', 'menace', 'release']",320.0,6.1,2009-02-06,90.0,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,0,1,0,0,0,0,0,948753.0
13685,['folk'],[],"['slightly', 'self', 'absorbed', 'yuppie', 'take', 'parent', 'including', 'senile', 'father', 'home', 'burn', 'personal', 'professional', 'life', 'fall', 'apart', 'soon']",10.0,6.1,1992-05-01,107.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,6132924.0
13692,['management'],"['moment', 'feel', 'right']","['traveling', 'art', 'saleswoman', 'try', 'shake', 'flaky', 'motel', 'manager', 'fall', 'leave', 'alone']",102.0,5.5,2009-02-08,94.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1,2434658.0
13693,"['terminator', 'salvation']","['end', 'begin']","['grown', 'postapocalyptic', '2018', 'john', 'connor', 'must', 'lead', 'resistance', 'human', 'increasingly', 'dominating', 'militaristic', 'robot', 'marcus', 'wright', 'appears', 'existence', 'confuses', 'mission', 'connor', 'try', 'determine', 'whether', 'wright', 'come', 'future', 'past', 'whether', 'he', 'friend', 'foe']",2496.0,5.9,2009-05-20,115.0,en,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,0,0,0,0,0,0,0,0,371353001.0
13694,"['night', 'museum', 'battle', 'smithsonian']","['light', 'go', 'battle']","['hapless', 'museum', 'night', 'watchman', 'larry', 'daley', 'must', 'help', 'living', 'breathing', 'exhibit', 'friend', 'pickle', 'theyve', 'transferred', 'archive', 'smithsonian', 'institution', 'larrys', 'misadventure', 'time', 'include', 'close', 'encounter', 'amelia', 'earhart', 'abe', 'lincoln', 'ivan', 'terrible']",2026.0,5.9,2009-05-20,105.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836,1,0,0,1,0,0,0,0,413106170.0
13697,"['world', 'mine']",[],"['lovepotion', 'would', 'make', 'fall', 'madly', 'love', 'timothy', 'prone', 'escaping', 'dismal', 'high', 'school', 'reality', 'dazzling', 'musical', 'daydream', 'get', 'answer', 'question', 'real', 'way', 'eccentric', 'teacher', 'cast', 'puck', 'midsummer', 'night', 'dream', 'stumble', 'upon', 'recipe', 'hidden', 'within', 'script', 'create', 'play', 'magical', 'purple', 'lovepansy']",25.0,6.1,2008-06-24,95.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,119563.0
13700,"['brother', 'bloom']","['would', 'never', 'let', 'truth', 'come']","['brother', 'bloom', 'best', 'con', 'men', 'world', 'swindling', 'millionaire', 'complex', 'scenario', 'lust', 'intrigue', 'theyve', 'decided', 'take', 'one', 'last', 'job', 'showing', 'beautiful', 'eccentric', 'heiress', 'time', 'life', 'romantic', 'adventure', 'take', 'around', 'world']",206.0,6.8,2008-09-09,114.0,en,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,0,0,0,0,0,1,0,0,5530764.0
13719,['soloist'],"['life', 'mind']","['los', 'angeles', 'journalist', 'befriends', 'homeless', 'juilliardtrained', 'musician', 'looking', 'new', 'article', 'paper']",237.0,6.6,2009-04-24,109.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,1,0,0,0,0,1,0,0,31720158.0
13720,"['last', 'house', 'left']","['someone', 'hurt', 'someone', 'love', 'far', 'would', 'go', 'get', 'revenge']","['group', 'teenage', 'girl', 'heading', 'city', 'hook', 'gang', 'drugaddled', 'neerdowells', 'brutally', 'murdered', 'killer', 'find', 'way', 'home', 'one', 'victim', 'parent', 'father', 'mother', 'exact', 'horrible', 'revenge']",449.0,6.2,2009-03-13,110.0,en,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,1,0,1,0,0,0,0,32721635.0
13723,"['drag', 'hell']","['christine', 'brown', 'good', 'job', 'great', 'boyfriend', 'bright', 'future', 'three', 'day', 'shes', 'going', 'hell']","['denying', 'woman', 'extension', 'need', 'keep', 'home', 'loan', 'officer', 'christine', 'brown', 'see', 'oncepromising', 'life', 'take', 'startling', 'turn', 'worse', 'christine', 'convinced', 'shes', 'cursed', 'gypsy', 'boyfriend', 'skeptical', 'hope', 'seems', 'lie', 'psychic', 'claim', 'help', 'lift', 'curse', 'keep', 'soul', 'dragged', 'straight', 'hell']",995.0,6.2,2009-03-15,99.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,1,0,0,1,0,0,0,1,90810892.0
13724,[],[],"['carl', 'fredricksen', 'spent', 'entire', 'life', 'dreaming', 'exploring', 'globe', 'experiencing', 'life', 'fullest', 'age', '78', 'life', 'seems', 'passed', 'twist', 'fate', 'persistent', '8year', 'old', 'wilderness', 'explorer', 'named', 'russell', 'give', 'new', 'lease', 'life']",7048.0,7.8,2009-05-13,96.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,1,0,0,0,1,735099082.0
13738,['fired'],"['2', 'guy', '300', 'girl', 'math']","['2', 'guy', '300', 'girl', 'math', 'two', 'popular', 'guy', 'high', 'school', 'decide', 'ditch', 'football', 'camp', 'cheerleader', 'camp', 'girl', 'glory']",194.0,6.0,2009-02-20,90.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,1,0,0,0,0,0,0,0,18599102.0
13746,['hangover'],"['guy', 'handle', 'vega']","['three', 'friend', 'finally', 'come', 'raucous', 'night', 'bachelorparty', 'revelry', 'find', 'baby', 'closet', 'tiger', 'bathroom', 'seem', 'locate', 'best', 'friend', 'doug', 'supposed', 'tying', 'knot', 'launching', 'frantic', 'search', 'doug', 'trio', 'perseveres', 'nasty', 'hangover', 'try', 'make', 'church', 'time']",6324.0,7.2,2009-06-05,100.0,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,0,0,0,0,0,0,1,0,459270619.0
13747,['killshot'],"['never', 'met', 'target', 'could', 'take', 'today']","['beautiful', 'carmen', 'colson', 'ironworker', 'husband', 'wayne', 'placed', 'federal', 'witness', 'protection', 'program', 'witnessing', 'incident', 'thinking', 'last', 'safe', 'targeted', 'experienced', 'hit', 'man', 'psychopathic', 'young', 'upstart', 'killer']",80.0,5.9,2008-11-13,95.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1,0,0,0,0,0,0,0,2960993.0
13748,['antichrist'],"['nature', 'turn', 'evil', 'true', 'terror', 'awaits']","['grieving', 'couple', 'retreat', 'cabin', 'eden', 'wood', 'hoping', 'repair', 'broken', 'heart', 'troubled', 'marriage', 'nature', 'take', 'course', 'thing', 'go', 'bad', 'worse']",687.0,6.4,2009-05-18,108.0,other,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,437,0,0,1,0,0,0,0,1,791867.0
13754,['billu'],[],"['remake', 'hugely', 'successful', 'malayalam', 'film', 'kadha', 'parayumbol', 'billu', 'formerly', 'billu', 'barber', 'story', 'small', 'town', 'man', 'billu', 'irrfan', 'khan', 'mention', 'family', 'friend', 'superstar', 'sahir', 'khan', 'shahrukh', 'khan', 'everything', 'change', 'sahir', 'khan', 'make', 'appearance', 'film', 'movie', 'town', 'rumor', 'spread', 'billu', 'sahirs', 'close', 'friend', 'becomes', 'celebrity', 'virtually', 'overnight', 'trouble', 'begin', 'townsfolk', 'want', 'meet', 'sahir', 'billu', 'unable', 'contact']",27.0,6.5,2009-02-13,137.0,other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,10000000.0
13769,['special'],[],"['lonely', 'metermaid', 'psychotic', 'reaction', 'medication', 'becomes', 'convinced', 'he', 'superhero', 'select', 'group', 'people', 'life', 'truly', 'gifted', 'special', 'movie', 'everyone', 'else']",32.0,6.6,2006-01-30,81.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,7202.0
13770,"['new', 'town']","['shes', 'executive', 'move', 'career', 'taking', 'little', 'farther', 'expected']","['lucy', 'hill', 'ambitious', 'upandcoming', 'executive', 'living', 'miami', 'love', 'shoe', 'love', 'car', 'love', 'climbing', 'corporate', 'ladder', 'offered', 'temporary', 'assignment', 'middle', 'nowhere', 'restructure', 'manufacturing', 'plant', 'jump', 'opportunity', 'knowing', 'big', 'promotion', 'close', 'hand', 'begin', 'straightforward', 'assignment', 'becomes', 'lifechanging', 'experience', 'lucy', 'discovers', 'greater', 'meaning', 'life', 'unexpectedly', 'man', 'dream']",99.0,5.2,2009-01-30,97.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,1,0,0,0,0,0,0,0,29010817.0
13773,"['dead', 'snow']","['eins', 'zwei', 'die']","['eight', 'medical', 'student', 'ski', 'trip', 'norway', 'discover', 'hitler', 'horror', 'live', 'come', 'face', 'face', 'battalion', 'zombie', 'nazi', 'soldier', 'intent', 'devouring', 'anyone', 'unfortunate', 'enough', 'wander', 'remote', 'mountain', 'sent', 'die']",313.0,6.1,2009-01-09,91.0,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1984662.0
13774,"['land', 'lost']","['right', 'place', 'wrong', 'time']","['latest', 'expedition', 'dr', 'rick', 'marshall', 'sucked', 'spacetime', 'vortex', 'alongside', 'research', 'assistant', 'redneck', 'survivalist', 'alternate', 'universe', 'trio', 'make', 'friend', 'primate', 'named', 'chaka', 'ally', 'world', 'full', 'dinosaur', 'fantastic', 'creature']",387.0,5.4,2009-06-05,102.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,0,0,0,0,0,0,0,1,68688831.0
13780,"['taking', 'pelham', '1', '2', '3']","['get', 'head', 'gon', 'na', 'die', 'today']","['armed', 'men', 'hijack', 'new', 'york', 'city', 'subway', 'train', 'holding', 'passenger', 'hostage', 'return', 'ransom', 'turning', 'ordinary', 'day', 'work', 'dispatcher', 'walter', 'garber', 'faceoff', 'mastermind', 'behind', 'crime']",971.0,6.2,2009-06-11,106.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1076,1,0,0,0,0,0,0,0,150166126.0
13793,"['wrestling', 'ernest', 'hemingway']","['lie', 'friend', 'let', 'get', 'away']","['frank', 'retired', 'irish', 'seaman', 'walter', 'retired', 'cuban', 'barber', 'two', 'lonely', 'old', 'men', 'trapped', 'emptiness', 'life', 'meet', 'park', 'frank', 'able', 'start', 'conversation', 'several', 'attempt', 'begin', 'spend', 'time', 'together', 'become', 'friend', 'different', 'character', 'often', 'quarrel', 'finally', 'seperate', 'frank', 'misbehaves', 'walter', 'friend', 'elaine']",7.0,5.7,1993-12-17,123.0,en,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,1,0,0,1,0,0,0,0,278720.0
13795,['hitman'],"['he', 'far', 'undercover', 'may', 'never', 'get', 'back']","['surviving', 'attempt', 'life', 'former', 'partner', 'officer', 'cliff', 'garrett', 'norris', 'exacts', 'revenge', 'wronged', 'going', 'undercover', 'hit', 'man', 'work', 'gain', 'reputation', 'trust', 'needed', 'order', 'accepted', 'burgeoning', 'seattlearea', 'criminal', 'underworld', 'done', 'order', 'take', 'within']",26.0,5.3,1991-05-01,95.0,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,4654288.0
13798,['proposal'],"['come', 'bribe']","['learns', 'shes', 'danger', 'losing', 'visa', 'status', 'deported', 'overbearing', 'book', 'editor', 'margaret', 'tate', 'force', 'putupon', 'assistant', 'andrew', 'paxton', 'marry']",1858.0,6.7,2009-06-01,108.0,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225,0,0,0,0,0,0,0,1,317375031.0
13800,['dillinger'],"['best', 'damn', 'bank', 'robber', 'world']","['life', 'american', 'public', 'enemy', 'number', 'one', 'shot', 'police', '1934', 'shootout', 'kill', 'five', 'fbi', 'agent', 'kansa', 'city', 'bureau', 'target', 'john', 'dillinger', 'one', 'men', 'hunt', 'waiting', 'break', 'federal', 'law', 'sort', 'several', 'mobster', 'dillingers', 'bank', 'robbing', 'exploit', 'make', 'something', 'folk', 'hero', 'escaping', 'jail', 'find', 'pretty', 'boy', 'floyd', 'baby', 'face', 'nelson', 'joined', 'gang', 'pretty', 'soon', 'public', 'enemy', 'number', 'one', 'gmen', 'really']",23.0,6.7,1973-07-20,107.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,2000000.0
13803,"['year', 'one']","['meet', 'ancestor']","['couple', 'lazy', 'huntergatherers', 'banished', 'primitive', 'village', 'set', 'epic', 'journey', 'ancient', 'world']",538.0,4.6,2009-06-18,97.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,431,1,0,0,0,0,0,0,0,62357900.0
13817,"['hurt', 'locker']",['know'],"['forced', 'play', 'dangerous', 'game', 'catandmouse', 'chaos', 'war', 'elite', 'army', 'bomb', 'squad', 'unit', 'must', 'come', 'together', 'city', 'everyone', 'potential', 'enemy', 'every', 'object', 'could', 'deadly', 'bomb']",1881.0,7.2,2008-10-10,131.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,0,0,0,0,0,0,0,1,42000000.0
13833,"['transformer', 'revenge', 'fallen']","['revenge', 'coming']","['sam', 'witwicky', 'leaf', 'autobots', 'behind', 'normal', 'life', 'mind', 'filled', 'cryptic', 'symbol', 'decepticons', 'target', 'dragged', 'back', 'transformer', 'war']",3192.0,6.0,2009-06-19,150.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,0,836297228.0
13835,['k2'],"['earth', 'sky', 'lie', 'sheer', 'face', 'adventure']","['call', 'savage', 'mountain', '27', 'people', 'perished', 'trying', 'reach', 'summit', 'k2', 'world', 'second', 'highest', 'peak', 'u', 'climbing', 'team', 'funded', 'millionaire', 'clairborne', 'determined', 'conquer', 'k2']",46.0,5.7,1991-10-09,102.0,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,3106559.0
13842,"['whatever', 'work']","['new', 'comedy']","['whatever', 'work', 'explores', 'relationship', 'crotchety', 'misanthrope', 'boris', 'naïve', 'impressionable', 'young', 'runaway', 'south', 'melody', 'melody', 'uptight', 'parent', 'arrive', 'new', 'york', 'rescue', 'quickly', 'drawn', 'wildly', 'unexpected', 'romantic', 'entanglement', 'everyone', 'discovers', 'finding', 'love', 'combination', 'lucky', 'chance', 'appreciating', 'value', 'whatever', 'work']",365.0,6.8,2009-06-19,92.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,0,0,0,0,0,0,0,35097815.0
13843,"['ghost', 'girlfriend', 'past']","['always', 'run', 'past']","['notorious', 'womanizer', 'connor', 'mead', 'attends', 'brother', 'paul', 'wedding', 'forced', 'reevaluate', 'behavior', 'come', 'facetoface', 'ghost', 'girlfriend', 'past', 'present', 'future', 'along', 'deceased', 'uncle', 'experience', 'change', 'attitude', 'allows', 'reconnect', 'first', 'love', 'jenny']",716.0,5.6,2009-05-01,100.0,en,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,277,1,0,0,0,0,0,0,0,102223269.0
13847,"['public', 'enemy']","['america', 'wanted']","['depressionera', 'bank', 'robber', 'john', 'dillingers', 'charm', 'audacity', 'endear', 'much', 'america', 'downtrodden', 'public', 'he', 'also', 'thorn', 'side', 'j', 'edgar', 'hoover', 'fledgling', 'fbi', 'desperate', 'capture', 'elusive', 'outlaw', 'hoover', 'make', 'dillinger', 'first', 'public', 'enemy', 'number', 'one', 'assigns', 'top', 'agent', 'melvin', 'purvis', 'task', 'bringing', 'dead', 'alive']",1371.0,6.5,2009-07-01,140.0,en,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,1,0,0,1,0,0,0,0,214104620.0
13848,"['ice', 'age', 'dawn', 'dinosaur']","['believe', 'ice']","['time', 'changing', 'manny', 'moody', 'mammoth', 'sid', 'motor', 'mouthed', 'sloth', 'diego', 'crafty', 'sabertoothed', 'tiger', 'life', 'heat', 'hero', 'meet', 'new', 'nonetoofriendly', 'neighbor', 'mighty', 'dinosaur']",2330.0,6.5,2009-06-29,94.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,1,0,0,0,0,0,1,886686817.0
13860,"['night', 'living', 'dead', '3d']",[],"['homage', 'reimagining', 'original', '1968', 'film', 'update', 'follows', 'group', 'survivor', 'trapped', 'farmhouse', 'battling', 'siege', 'undead', 'zombiesin', '3d']",12.0,4.0,2007-05-06,80.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1449945.0
13863,"['sister', 'keeper']","['tale', 'life', 'love', 'letting', 'go']","['sara', 'brian', 'live', 'idyllic', 'life', 'young', 'son', 'daughter', 'family', 'rocked', 'sudden', 'heartbreaking', 'news', 'force', 'make', 'difficult', 'unorthodox', 'choice', 'order', 'save', 'baby', 'girl', 'life', 'parent', 'desperate', 'decision', 'raise', 'ethical', 'moral', 'question', 'rip', 'away', 'foundation', 'relationship', 'action', 'ultimately', 'set', 'court', 'case', 'threatens', 'tear', 'family', 'apart', 'revealing', 'surprising', 'truth', 'challenge', 'everyones', 'perception', 'love', 'loyalty', 'give', 'new', 'meaning', 'definition', 'healing']",614.0,7.1,2009-06-26,109.0,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,95714875.0
13865,"['hood', 'horror']","['aint', 'good', 'da', 'hood']","['hip', 'hop', 'horror', 'anthology', 'three', 'tale', 'terror', 'told', 'hound', 'hell', 'snoop', 'dogg', 'revolve', 'around', 'resident', 'innercity', 'neighborhood', 'whose', 'action', 'determine', 'go', 'afterlife']",18.0,4.2,2006-06-27,84.0,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,25900.0
13867,"['kandukondain', 'kandukondain']",[],"['two', 'young', 'woman', 'differing', 'view', 'love', 'find', 'three', 'suitor', 'sowmya', 'tabu', 'attracts', 'attention', 'aspiring', 'film', 'director', 'manohar', 'ajith', 'wounded', 'captain', 'bala', 'mammootty', 'fall', 'younger', 'hopelessly', 'romantic', 'sister', 'meenu', 'aishwarya', 'rai', 'hesitates', 'much', 'older', 'meanwhile', 'meenu', 'meet', 'fall', 'businessman', 'passion', 'poetry', 'srikanth', 'abbas', 'manohar', 'go', 'madras', 'make', 'film', 'prove', 'worthy', 'sowmya', 'srikanths', 'business', 'collapse', 'also', 'departs', 'find', 'someone', 'lend', 'money', 'pay', 'investor']",7.0,6.4,2000-05-05,157.0,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,500000.0
13874,"['500', 'day', 'summer']","['almost', 'like', 'falling', 'love']","['tom', 'joseph', 'gordonlevitt', 'greetingcard', 'writer', 'hopeless', 'romantic', 'caught', 'completely', 'offguard', 'girlfriend', 'summer', 'zooey', 'deschanel', 'suddenly', 'dump', 'reflects', '500', 'day', 'together', 'try', 'figure', 'love', 'affair', 'went', 'sour', 'tom', 'rediscovers', 'true', 'passion', 'life']",2993.0,7.2,2009-07-17,95.0,en,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0,0,1,0,0,0,0,0,60722734.0
13887,"['inhabited', 'island']",[],"['threshold', '22nd', 'century', 'furrowing', 'space', 'protagonist', 'free', 'search', 'group', 'make', 'emergency', 'landing', 'unknown', 'planet', 'must', 'stay', 'people', 'living', 'planet', 'remained', 'stone', 'level', '20th', 'century', 'social', 'problem', 'miserable', 'ecology', 'shaky', 'world']",24.0,5.4,2008-12-18,115.0,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,21834845.0
13893,"['harry', 'potter', 'halfblood', 'prince']","['dark', 'secret', 'revealed']","['harry', 'begin', 'sixth', 'year', 'hogwarts', 'discovers', 'old', 'book', 'marked', 'property', 'halfblood', 'prince', 'begin', 'learn', 'lord', 'voldemorts', 'dark', 'past']",5435.0,7.4,2009-07-07,153.0,en,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,1,0,0,0,0,0,0,0,933959197.0
13911,"['fast', 'furious']","['high', 'speed', 'excitementas', 'wanted', 'manmeets', 'wanting', 'woman']","['man', 'wrongly', 'imprisoned', 'murder', 'break', 'jail', 'want', 'clear', 'name', 'police', 'pursuing', 'he', 'forced', 'take', 'beautiful', 'young', 'woman', 'driving', 'fast', 'sport', 'car', 'hostage', 'slip', 'crossborder', 'sport', 'car', 'race', 'try', 'make', 'mexico', 'police', 'get']",6.0,3.8,1955-02-15,73.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,250000.0
13914,"['imaginarium', 'doctor', 'parnassus']",[],"['traveling', 'theater', 'company', 'give', 'audience', 'much', 'expecting']",885.0,6.3,2009-10-01,123.0,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,1,0,0,1,0,0,0,64352607.0
13935,['cheri'],[],"['sumptuous', 'dramatic', 'comedy', 'set', 'late', '19th', 'century', 'france', 'belle', 'epoque', 'period', 'social', 'cultural', 'excess', 'european', 'upper', 'class', 'ended', 'first', 'world', 'war', 'erupted']",57.0,5.9,2009-02-10,86.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,437,0,0,0,0,0,0,0,1,9366227.0
13948,['orphan'],"['keep', 'secret']","['married', 'couple', 'rocky', 'past', 'adopt', '9year', 'old', 'esther', 'fill', 'void', 'created', 'recentlystillborn', 'baby', 'however', 'esther', 'quite', 'seems']",1296.0,6.7,2009-07-24,123.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,41596251.0
13952,"['ugly', 'truth']","['battle', 'sex']","['romantically', 'challenged', 'morning', 'show', 'producer', 'reluctantly', 'embroiled', 'series', 'outrageous', 'test', 'chauvinistic', 'correspondent', 'prove', 'theory', 'relationship', 'help', 'find', 'love', 'clever', 'ploy', 'however', 'lead', 'unexpected', 'result']",1005.0,6.4,2009-07-24,96.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,1,0,0,0,0,0,0,0,205298907.0
13956,"['high', 'hope']",[],"['sliceoflife', 'look', 'sweet', 'workingclass', 'couple', 'london', 'shirley', 'cyril', 'mother', 'aging', 'quickly', 'becoming', 'forgetful', 'mum', 'ghastly', 'uppermiddleclass', 'neighbor', 'cyril', 'pretentious', 'sister', 'philandering', 'husband', 'shirley', 'want', 'baby', 'cyril', 'read', 'marx', 'want', 'world', 'perfect', 'reluctant', 'cyril', 'mum', 'lock', 'must', 'ask', 'snooty', 'neighbor', 'help', 'cyril', 'sister', 'valerie', 'stage', 'surprise', 'party', 'mum', '70th', 'birthday', 'disaster', 'start', 'finish', 'shirley', 'hold', 'thing', 'together', 'cyril', 'may', 'put', 'aside', 'dutch', 'cap']",22.0,7.5,1988-09-01,112.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192322.0
13958,['collector'],"['always', 'take', 'one']","['desperate', 'repay', 'debt', 'exwife', 'excon', 'plot', 'heist', 'new', 'employer', 'country', 'home', 'unaware', 'second', 'criminal', 'also', 'targeted', 'property', 'rigged', 'series', 'deadly', 'trap']",365.0,6.3,2009-07-09,88.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,0,0,0,0,0,0,114000000.0
